10, Toomsboro, 97005, 1570 Castor Drv,1973-00-04 19:00:00, wrong@yahoo.com, Shawn, Frye, 27708, 72489, Ms, 920329200, 1388236563,throw, 8, 2, 1, 4, 1, 2, 1, 5, 2, 1, 2
11, Harding, 81027, 1217 Carbondale Ave,1973-00-29 19:00:00, light@yahoo.com, Katrina, Marks, 19111, 48935, Ms, 728676064, 2070054650,about, 3, 2, 1, 9, 2, 1, 1, 3, 6, 2, 3
12, Sterling, 20403, 1524 Campbell Heights,1979-00-02 19:00:00, white@yahoo.com, Chelsea, Sheppard, 02079, 26191, Ms, 192639083, 4617490269,throw, 2, 4, 1, 7, 2, 2, 2, 3, 1, 5, 1
13, Oxford, 85304, 1447 Middleton Station,1956-00-17 19:00:00, until@yahoo.com, Joel, Cote, 62694, 57580, Ms, 710055045, 3909780558,enter, 0, 4, 1, 2, 2, 1, 5, 1, 3, 3, 3
14, Meigs, 67684, 1037 Somers Square,1972-00-13 19:00:00, words@yahoo.com, Sue, Dorsey, 60603, 02245, Ms, 215438632, 3754609805,enter, 0, 2, 1, 9, 2, 1, 4, 2, 4, 4, 3
15, Wrightsville, 29615, 1432 Hogans Avenue,1964-00-27 19:00:00, white@yahoo.com, Rod, Cohen, 67211, 79317, Ms, 479150614, 2826089203,light, 1, 4, 1, 8, 2, 2, 1, 3, 1, 4, 4
16, Glory, 35134, 678 Dowling Drive,1968-00-20 19:00:00, build@yahoo.com, Chase, Sandoval, 75308, 83511, Ms, 602769788, 2431930022,world, 7, 1, 1, 3, 2, 2, 4, 7, 1, 3, 2
17, Patterson, 48370, 719 Ritenour Square,1967-00-19 19:00:00, asked@yahoo.com, Brenda, Bonner, 16597, 51960, Ms, 841232290, 7291824053,words, 5, 3, 1, 2, 2, 1, 4, 6, 2, 4, 2
18, Council, 49816, 870 Moccasin Court,1959-00-15 19:00:00, enter@yahoo.com, Christian, Walker, 90067, 90545, Ms, 717197708, 2201369358,pique, 3, 2, 1, 5, 1, 2, 4, 7, 1, 5, 3
19, Carnesville, 63010, 1735 Public Drv,1978-00-29 19:00:00, wrong@yahoo.com, Jordan, Foley, 22424, 90100, Mr, 079051745, 7424830931,books, 5, 3, 1, 9, 2, 2, 5, 3, 1, 3, 3
20, Cairo, 92207, 434 Windmill Way,1968-00-19 19:00:00, moved@yahoo.com, Jennifer, Wells, 97272, 09959, Ms, 668862482, 6300377208,asked, 5, 3, 1, 7, 2, 2, 5, 8, 3, 3, 2
21, Needmore, 66335, 1386 Countiss St,1971-00-11 19:00:00, speed@yahoo.com, Mary, Ballard, 79996, 95010, Ms, 263061126, 7315304839,crash, 7, 1, 1, 7, 2, 1, 5, 3, 4, 2, 3
22, Nicholls, 25954, 949 Commonwealth Place,1977-00-17 19:00:00, write@yahoo.com, Steve, Reed, 15016, 49087, Ms, 544209844, 0628296649,while, 5, 3, 1, 4, 1, 2, 2, 7, 4, 5, 3
23, Offerman, 62384, 1784 Hawk Heights,1982-00-08 19:00:00, light@yahoo.com, Emily, Ramos, 87215, 21354, Mr, 592426457, 2099070281,badly, 4, 3, 1, 5, 2, 1, 4, 4, 4, 2, 4
24, Adairsville, 96646, 1756 Hogans Place,1958-00-30 19:00:00, throw@yahoo.com, Karen, Butler, 15446, 65846, Ms, 585703289, 5656725848,about, 8, 2, 1, 5, 2, 1, 3, 5, 3, 2, 2
25, Jasper, 67769, 455 Rawson Street,1960-00-26 19:00:00, speed@yahoo.com, Albert, Swanson, 96297, 48769, Mr, 315955710, 4430532196,wrong, 4, 3, 1, 8, 2, 2, 2, 7, 4, 5, 1
26, West Green, 99492, 1208 Schneider Parkway,1965-00-11 19:00:00, world@yahoo.com, April, Gonzales, 96756, 01096, Ms, 338787400, 5681779270,pique, 0, 1, 1, 9, 1, 1, 4, 4, 5, 4, 3
27, Dublin, 07414, 1405 Fairmount Ave,1971-00-06 19:00:00, white@yahoo.com, Bruce, Paul, 78917, 23414, Mr, 223053452, 5920341367,light, 2, 4, 1, 9, 1, 1, 4, 4, 5, 6, 4
28, Darien, 15898, 697 Clyde Rd,1962-00-13 19:00:00, enter@yahoo.com, Bryan, Holloway, 56310, 71194, Ms, 572416504, 0742811371,pique, 9, 4, 1, 4, 1, 1, 3, 5, 3, 6, 1
29, Toomsboro, 80983, 728 Erin Drv,1983-00-23 19:00:00, until@yahoo.com, Charlene, Wilkins, 26201, 29150, Ms, 257897751, 8375890055,light, 3, 3, 1, 7, 1, 1, 4, 6, 5, 1, 3
30, Attapulgus, 00821, 453 Lesslar Park,1960-00-05 19:00:00, while@yahoo.com, Angela, Spencer, 57814, 37311, Ms, 582878595, 9220275710,about, 9, 3, 1, 8, 2, 2, 4, 6, 2, 5, 3
31, Ailey, 63055, 1458 Court Drive,1968-00-09 19:00:00, light@yahoo.com, Phillip, Carroll, 05583, 27200, Ms, 182984130, 0239545606,wrong, 1, 3, 1, 4, 2, 2, 4, 2, 4, 5, 4
32, Cogdell, 88756, 526 Heckel Lane,1970-00-02 19:00:00, while@yahoo.com, Clifford, Bridges, 98894, 29804, Ms, 289619378, 7676902520,about, 2, 2, 1, 7, 2, 2, 1, 4, 6, 2, 2
33, Riverside, 19455, 560 Cathy Square,1960-00-29 19:00:00, about@yahoo.com, Max, Burgess, 45351, 31845, Ms, 124339944, 4397920711,build, 5, 4, 1, 1, 2, 1, 5, 1, 6, 4, 3
34, Riceboro, 08603, 1514 Parish Drv,1965-00-06 19:00:00, badly@yahoo.com, Earl, Bird, 89871, 14076, Ms, 429837951, 5693673231,badly, 6, 2, 1, 7, 2, 2, 1, 9, 3, 2, 4
35, Jasper, 63680, 665 Rigby Heights,1963-00-11 19:00:00, pique@yahoo.com, Wyatt, Frederick, 83979, 52446, Ms, 965525146, 2627019808,asked, 6, 1, 1, 8, 1, 2, 5, 6, 2, 4, 4
36, Register, 83074, 1146 Cecil Ave,1960-00-07 19:00:00, words@yahoo.com, Harley, Stewart, 74010, 98170, Ms, 667170850, 9587298083,pique, 0, 4, 1, 3, 1, 2, 4, 3, 6, 3, 3
37, Dasher, 35724, 1420 Thurman Crescent,1957-00-29 19:00:00, wrong@yahoo.com, Ginger, Torres, 54871, 96376, Ms, 089635515, 4546411417,until, 8, 4, 1, 9, 1, 1, 1, 2, 3, 6, 4
38, Sparta, 83217, 1481 Inwood Terrace,1955-00-30 19:00:00, light@yahoo.com, Christoph, Norris, 66760, 83250, Ms, 618977641, 7161165741,pique, 6, 4, 1, 6, 2, 2, 1, 8, 6, 3, 4
39, Perry, 49265, 753 Carmen Park,1977-00-27 19:00:00, throw@yahoo.com, Dale, Dickinson, 54439, 22750, Ms, 253657752, 7085581435,about, 3, 4, 1, 4, 2, 2, 4, 6, 3, 6, 3
40, Springfield, 41541, 1752 Sheila Place,1966-00-05 19:00:00, badly@yahoo.com, Miranda, West, 65066, 30018, Ms, 250675437, 3237122817,pique, 0, 2, 1, 6, 2, 2, 3, 2, 1, 2, 3
41, Springfield, 39021, 1779 Ildewood Run,1962-00-05 19:00:00, crash@yahoo.com, Brittany, Vazquez, 68696, 76891, Mr, 251020364, 7878968566,about, 4, 3, 1, 7, 1, 1, 5, 9, 2, 1, 2
42, Rebecca, 62904, 1416 Marietta Road,1966-00-08 19:00:00, badly@yahoo.com, Crystal, Owens, 87825, 26823, Ms, 472225611, 0756526005,pique, 8, 1, 1, 2, 2, 2, 4, 2, 2, 3, 2
43, Montezuma, 40862, 980 Dixie Boulevard,1956-00-04 19:00:00, until@yahoo.com, Ricky, Randolph, 22525, 31278, Ms, 349618754, 6726663921,hatch, 1, 3, 1, 9, 2, 1, 3, 9, 2, 3, 1
44, Lyons, 01014, 944 Lexington Square,1962-00-16 19:00:00, badly@yahoo.com, Alexis, Barnett, 49393, 78938, Mr, 283373792, 8416211972,light, 8, 1, 1, 5, 2, 2, 4, 9, 1, 4, 2
45, Griffin, 39965, 1082 Neil Way,1982-00-10 19:00:00, badly@yahoo.com, Rita, Camacho, 03289, 86969, Mr, 892869309, 9768766313,pique, 9, 4, 1, 9, 1, 2, 5, 2, 5, 1, 1
46, Talbotton, 12510, 1485 Glenn Ave,1983-00-28 19:00:00, books@yahoo.com, Sheila, Aguirre, 50608, 61552, Mr, 131055073, 5217999848,moved, 8, 3, 1, 6, 1, 2, 5, 7, 3, 5, 4
47, Register, 14781, 939 Armco Heights,1975-00-19 19:00:00, white@yahoo.com, Shanna, Boyd, 64049, 41435, Mr, 344713198, 5218126767,about, 1, 2, 1, 5, 2, 1, 3, 9, 4, 6, 1
48, Alma, 67041, 971 Dickinson St,1956-00-21 19:00:00, light@yahoo.com, Noah, Hunter, 06129, 31343, Ms, 318604962, 5565028924,throw, 6, 2, 1, 3, 1, 2, 4, 8, 4, 5, 3
49, Newton, 72093, 1016 Alameda Boulevard,1977-00-27 19:00:00, words@yahoo.com, Marilyn, Mann, 80015, 76734, Ms, 059819288, 5457300919,enter, 4, 3, 1, 5, 2, 2, 4, 4, 5, 1, 4
50, Pineview, 39089, 672 Newark Trail,1964-00-19 19:00:00, badly@yahoo.com, Toni, McKee, 89680, 63725, Mr, 169209611, 3137697122,build, 5, 1, 1, 7, 1, 2, 1, 9, 6, 3, 3
51, Isle Of Hope-Dutch Island, 12333, 647 Talford Drv,1968-00-30 19:00:00, moved@yahoo.com, Gage, Brady, 25972, 21208, Ms, 738130794, 0565117267,light, 8, 3, 1, 2, 1, 2, 3, 8, 6, 6, 1
52, Valdosta, 06823, 502 Southeast Run,1965-00-17 19:00:00, light@yahoo.com, Ronda, Gill, 65929, 36662, Ms, 023977863, 6513390874,about, 4, 1, 1, 5, 2, 2, 5, 6, 3, 6, 2
53, Stockton, 34968, 883 Strawberry Avenue,1966-00-30 19:00:00, build@yahoo.com, Hannah, Swanson, 54804, 54040, Ms, 980574984, 0683483859,badly, 5, 4, 1, 4, 1, 1, 3, 9, 1, 2, 3
54, Statesboro, 57344, 1041 Stone Ridge,1967-00-16 19:00:00, badly@yahoo.com, Walter, Osborn, 21933, 01241, Ms, 389338778, 4420296850,about, 6, 1, 1, 4, 1, 2, 3, 9, 4, 4, 2
55, Lincolnton, 77107, 1559 Galighner Station,1955-00-08 19:00:00, ghost@yahoo.com, Bruce, Garner, 40030, 43098, Ms, 660558103, 6205171825,write, 5, 1, 1, 6, 2, 2, 2, 1, 4, 4, 3
56, Nicholls, 47407, 470 Frame Ln,1973-00-24 19:00:00, books@yahoo.com, Leah, Ellis, 30269, 02072, Ms, 918420044, 5052800952,words, 3, 1, 1, 9, 2, 2, 1, 4, 1, 4, 4
57, Broxton, 90945, 445 Garst Run,1983-00-07 19:00:00, smoke@yahoo.com, Crystal, Heath, 72368, 71824, Ms, 823107444, 0442591709,world, 2, 2, 1, 9, 2, 1, 5, 1, 2, 4, 3
58, Suwanee, 06084, 689 Mitchell Way,1959-00-21 19:00:00, world@yahoo.com, Mary ann, Webb, 71030, 78808, Mr, 387955934, 9038199912,light, 8, 3, 1, 1, 1, 2, 5, 3, 3, 6, 4
59, West Point, 85119, 1193 Camden St,1958-00-03 19:00:00, wrong@yahoo.com, Charlie, Harper, 76837, 91890, Ms, 740156077, 8119814357,light, 5, 4, 1, 8, 2, 2, 1, 1, 5, 1, 3
60, Talbotton, 44665, 1067 Scarborough Ridge,1970-00-22 19:00:00, caves@yahoo.com, Lawrence, Randolph, 28127, 18313, Mr, 633765139, 1315673114,world, 8, 1, 1, 5, 2, 1, 3, 7, 5, 3, 2
61, Mcintyre, 01500, 1622 Dunzweiler Street,1970-00-01 19:00:00, hatch@yahoo.com, Clarence, Tillman, 60724, 75582, Ms, 129678175, 2058042607,throw, 6, 4, 1, 4, 2, 2, 2, 3, 5, 2, 4
62, Helena, 85184, 446 Rollins St,1960-00-15 19:00:00, speed@yahoo.com, Ed, Stewart, 00291, 57375, Mr, 038818282, 6715955557,enter, 9, 4, 1, 1, 1, 1, 3, 3, 2, 5, 1
63, Buford, 74332, 751 Carl Crescent,1963-00-24 19:00:00, asked@yahoo.com, Erica, Ochoa, 22555, 99711, Ms, 922193723, 6789853143,about, 9, 3, 1, 6, 1, 1, 4, 3, 4, 4, 1
64, Stockton, 76882, 952 Commissioner Drive,1976-00-20 19:00:00, badly@yahoo.com, Julie, Adams, 44859, 36380, Ms, 949909981, 4164028631,enter, 9, 3, 1, 1, 2, 2, 3, 4, 3, 6, 3
65, Dunwoody, 42825, 1431 Stephens Lane,1962-00-22 19:00:00, while@yahoo.com, Joel, Jacobs, 95276, 57259, Ms, 535726738, 6737329851,words, 2, 1, 1, 1, 2, 2, 1, 4, 2, 3, 2
66, Lumber City, 78721, 686 Tileston Trail,1974-00-05 19:00:00, where@yahoo.com, Cameron, Hayes, 92479, 20537, Mr, 134577709, 6622125956,pique, 6, 1, 1, 3, 1, 1, 2, 8, 6, 4, 3
67, Jasper, 34602, 519 Fleek Ave,1980-00-28 19:00:00, pique@yahoo.com, Roxanne, Strickland, 94234, 40598, Ms, 864911073, 4558701813,smoke, 7, 2, 1, 2, 2, 1, 2, 5, 3, 4, 2
68, Harrietts Bluff, 39636, 1239 Morrison Drv,1981-00-19 19:00:00, about@yahoo.com, Cheyenne, Doyle, 04336, 18251, Mr, 427616273, 9988500005,while, 6, 4, 1, 9, 1, 1, 2, 8, 1, 3, 3
69, Lithonia, 90763, 1488 Carl Park,1984-00-12 19:00:00, enter@yahoo.com, Marie, Michael, 09268, 65069, Ms, 297232363, 1468974406,trees, 7, 3, 1, 6, 2, 1, 1, 6, 1, 3, 3
70, Donalsonville, 86118, 773 Center Drv,1982-00-03 19:00:00, until@yahoo.com, Stanley, Knapp, 68468, 54841, Ms, 610388556, 1670819721,throw, 8, 4, 1, 8, 2, 1, 3, 5, 6, 3, 2
71, Nashville, 51514, 1710 Reed Heights,1980-00-10 19:00:00, throw@yahoo.com, Dan, Lambert, 91346, 48705, Mr, 777200988, 3375487733,build, 0, 3, 1, 4, 2, 2, 2, 3, 6, 6, 1
72, Villa Rica, 78861, 850 Nelson Way,1970-00-18 19:00:00, world@yahoo.com, Jacob, Clay, 42497, 29495, Mr, 427370928, 4836947758,moved, 6, 1, 1, 9, 1, 2, 2, 4, 2, 1, 3
73, Sandy Springs, 86273, 1646 Legion Lane,1976-00-11 19:00:00, words@yahoo.com, Sydney, Goodman, 67665, 07552, Ms, 227136354, 6952836205,badly, 4, 4, 1, 2, 2, 1, 1, 8, 4, 4, 4
74, Hazlehurst, 44731, 706 Rockville Run,1960-00-12 19:00:00, pique@yahoo.com, Rob, Vinson, 37163, 34113, Ms, 871280496, 2573347233,caves, 0, 3, 1, 3, 1, 2, 1, 6, 6, 4, 4
75, White Oak, 06949, 457 Eastwood Run,1971-00-05 19:00:00, light@yahoo.com, Alice, Browning, 70803, 59624, Ms, 064943513, 8428866260,throw, 4, 2, 1, 4, 2, 2, 1, 6, 2, 3, 1
76, Alpharetta, 56742, 924 Garrell Ave,1982-00-25 19:00:00, until@yahoo.com, George, Taylor, 41786, 00561, Ms, 465949620, 5627500996,about, 6, 3, 1, 1, 1, 2, 2, 3, 5, 5, 3
77, Bloomingdale, 53783, 788 Cemetery Avenue,1956-00-16 19:00:00, crash@yahoo.com, Darlene, Sykes, 06405, 16789, Ms, 094516632, 0063109791,light, 0, 1, 1, 7, 2, 1, 1, 7, 5, 5, 4
78, Montrose, 36610, 813 Beech Avenue,1971-00-12 19:00:00, world@yahoo.com, Blake, Pugh, 85707, 37900, Ms, 505006373, 0794231015,badly, 3, 4, 1, 8, 1, 1, 5, 3, 2, 3, 2
79, Retreat, 74255, 1498 Pennsylvania Station,1975-00-05 19:00:00, pique@yahoo.com, Samuel, Flores, 35100, 69644, Ms, 170681032, 2539912283,about, 2, 2, 1, 1, 1, 1, 3, 1, 3, 3, 4
80, Lakeland, 33024, 648 Vinsel Park,1984-00-27 19:00:00, light@yahoo.com, Scott, Justice, 47828, 57644, Ms, 405119674, 9622427970,wrong, 1, 3, 1, 6, 1, 2, 4, 5, 1, 3, 3
81, Waynesville, 17426, 1628 Howard Drv,1969-00-01 19:00:00, build@yahoo.com, Kristy, Rojas, 12051, 86418, Ms, 455876173, 2975892489,enter, 4, 3, 1, 7, 1, 2, 2, 8, 4, 6, 3
82, Louisville, 64210, 812 Corwin Drv,1966-00-06 19:00:00, badly@yahoo.com, Katie, Simon, 68029, 55245, Ms, 471046083, 3799128946,words, 3, 2, 1, 6, 2, 1, 5, 9, 6, 3, 3
83, Everitt, 68059, 1355 Brookfield Path,1957-00-25 19:00:00, trees@yahoo.com, Vivian, Mathis, 18207, 37277, Ms, 350083327, 8000481453,about, 0, 3, 1, 3, 2, 2, 1, 4, 4, 4, 3
84, Camilla, 67649, 1320 Julian Park,1972-00-23 19:00:00, light@yahoo.com, Norman, Burris, 83774, 52070, Mr, 981994284, 0132280843,moved, 5, 4, 1, 7, 1, 2, 5, 6, 1, 6, 2
85, Griffin, 99715, 1731 Whaley Drive,1980-00-03 19:00:00, write@yahoo.com, Miranda, Rutledge, 14195, 32801, Mr, 183166971, 7565397569,light, 0, 2, 1, 8, 1, 2, 5, 5, 1, 1, 1
86, Baxley, 19970, 747 Babbs Crescent,1976-00-10 19:00:00, badly@yahoo.com, Tia, Spence, 45001, 04921, Ms, 264384071, 2891843074,badly, 7, 2, 1, 8, 2, 1, 4, 8, 2, 6, 1
87, Eldorado, 08759, 730 Water Ave,1979-00-23 19:00:00, pique@yahoo.com, Cathy, Gentry, 21074, 59826, Ms, 574056082, 2289282594,badly, 0, 2, 1, 2, 2, 2, 3, 4, 1, 3, 1
88, Montrose, 79088, 1470 Lithopolis Run,1983-00-14 19:00:00, enter@yahoo.com, Gloria, Curry, 80752, 21850, Ms, 696277967, 9528149414,throw, 6, 3, 1, 9, 1, 1, 2, 2, 5, 2, 1
89, Statesboro, 00120, 1190 Athena Path,1981-00-06 19:00:00, pique@yahoo.com, Eric, Bradshaw, 59034, 88160, Ms, 742860486, 5620643718,smoke, 2, 3, 1, 7, 1, 2, 1, 4, 3, 4, 3
90, Damascus, 53899, 418 Roland Circle,1955-00-08 19:00:00, throw@yahoo.com, Susan, Alston, 59136, 88266, Mr, 016693919, 3611982395,pique, 3, 3, 1, 9, 1, 1, 3, 1, 4, 4, 2
91, Dacula, 39892, 1097 Merrick Blvd,1968-00-01 19:00:00, light@yahoo.com, Jill, Salas, 54696, 66170, Ms, 824566158, 4815894726,asked, 1, 1, 1, 6, 1, 2, 4, 9, 4, 5, 1
92, Coverdale, 89565, 1416 Mcintire Crescent,1964-00-07 19:00:00, asked@yahoo.com, Billie, Pacheco, 25995, 30543, Ms, 139358931, 6471950518,light, 7, 1, 1, 2, 1, 1, 5, 5, 5, 1, 1
93, Albany, 62471, 620 Wallwork Court,1976-00-28 19:00:00, throw@yahoo.com, Diana, Stone, 31533, 71612, Mr, 940348033, 6762157668,moved, 1, 2, 1, 7, 2, 1, 5, 1, 6, 3, 3
94, Social Circle, 52093, 752 Cleve Ln,1961-00-29 19:00:00, moved@yahoo.com, Skyler, Ingram, 51067, 70398, Mr, 053336014, 4312446579,words, 0, 2, 1, 5, 2, 2, 1, 1, 6, 3, 1
95, Savannah, 10146, 1776 Toni Circle,1965-00-22 19:00:00, pique@yahoo.com, Cheryl, Christensen, 83183, 71140, Mr, 466291729, 2435766401,wrong, 5, 2, 1, 3, 2, 2, 4, 9, 4, 4, 4
96, Dover Bluff, 39834, 1548 Dawson Lane,1967-00-27 19:00:00, moved@yahoo.com, Cindy, Goodwin, 79210, 44754, Ms, 525393196, 1469322214,ghost, 6, 1, 1, 8, 2, 1, 3, 1, 3, 6, 3
97, Shawnee, 83462, 770 Jenkins Street,1964-00-29 19:00:00, light@yahoo.com, Tamara, Glenn, 20327, 21567, Ms, 445121881, 4190968969,light, 8, 4, 1, 4, 1, 2, 2, 6, 1, 3, 1
98, Garden City, 97241, 767 Merlin Path,1981-00-16 19:00:00, until@yahoo.com, Raymond, Gilbert, 13021, 67869, Mr, 466196815, 5944940313,until, 0, 1, 1, 8, 1, 2, 1, 5, 1, 1, 4
99, Acworth, 06819, 802 Galigher Rd,1959-00-05 19:00:00, badly@yahoo.com, Thelma, McDowell, 84923, 56882, Ms, 346950795, 0613757338,light, 6, 2, 1, 4, 1, 2, 1, 5, 5, 4, 4
100, Chauncey, 65509, 1684 Eastport Place,1957-00-01 19:00:00, words@yahoo.com, Debbie, Shannon, 98077, 37118, Ms, 714343768, 4595850986,ghost, 0, 3, 1, 7, 2, 1, 1, 2, 2, 4, 3
101, Higgston, 23691, 709 Blackburn Lane,1975-00-14 19:00:00, while@yahoo.com, Chasity, Harrison, 79265, 08289, Ms, 289717411, 1829474239,pique, 8, 2, 1, 7, 1, 2, 5, 3, 4, 3, 4
102, Lenox, 96538, 1576 Clarence Crescent,1976-00-12 19:00:00, asked@yahoo.com, Erika, Ortiz, 62298, 05455, Ms, 385900525, 3636980712,about, 5, 1, 1, 4, 2, 1, 2, 3, 4, 4, 4
103, Egypt, 12524, 848 Muirwood Crescent,1979-00-29 19:00:00, enter@yahoo.com, Ed, Hubbard, 83797, 55033, Ms, 751840714, 9562764369,pique, 3, 2, 1, 3, 2, 2, 2, 7, 6, 1, 1
104, West Point, 61705, 1756 Mckeever Blvd,1967-00-02 19:00:00, crash@yahoo.com, Mike, Ball, 74514, 35306, Mr, 607621702, 5718652092,where, 7, 2, 1, 2, 2, 2, 5, 9, 4, 1, 4
105, Ridgeville, 72379, 999 Dresden Park,1958-00-27 19:00:00, light@yahoo.com, George, Rios, 57420, 57142, Mr, 515419828, 2468196721,moved, 2, 1, 1, 3, 2, 1, 5, 3, 5, 2, 2
106, Fargo, 65480, 614 Ferrell Parkway,1980-00-01 19:00:00, speed@yahoo.com, Felicia, Morrison, 31636, 79395, Ms, 519633209, 1452995577,light, 2, 3, 1, 7, 2, 2, 1, 9, 5, 5, 1
107, Dawsonville, 02195, 1238 Gant Terrace,1977-00-19 19:00:00, badly@yahoo.com, Melody, Castillo, 40196, 24172, Ms, 971139823, 8254797456,words, 4, 4, 1, 3, 2, 2, 5, 6, 6, 2, 4
108, Ellenton, 59782, 607 Holbert Blvd,1981-00-30 19:00:00, enter@yahoo.com, Gina, Sims, 46292, 29276, Ms, 617187988, 8646023152,throw, 0, 1, 1, 8, 1, 2, 5, 1, 5, 1, 2
109, Cordele, 94613, 1752 Haessler Drive,1967-00-15 19:00:00, smoke@yahoo.com, Earl, Copeland, 25898, 14722, Ms, 700191510, 0163797030,hatch, 2, 3, 1, 1, 1, 1, 3, 7, 4, 4, 1
110, Lumber City, 57435, 1559 Diagonal Path,1962-00-25 19:00:00, white@yahoo.com, Edward, Porter, 94090, 18275, Mr, 533580065, 7234057968,about, 8, 1, 1, 6, 1, 2, 3, 6, 3, 3, 4
111, Peachtree City Website, 31360, 487 Willis Parkway,1959-00-01 19:00:00, caves@yahoo.com, Kendra, Cherry, 04629, 94878, Mr, 970542414, 4834047797,throw, 9, 3, 1, 8, 2, 1, 2, 9, 5, 3, 4
112, Brunswick, 05640, 448 Bellflower Road,1978-00-10 19:00:00, pique@yahoo.com, Tamara, Washington, 57295, 55486, Ms, 726268216, 8830382358,light, 8, 1, 1, 8, 1, 2, 4, 3, 1, 6, 1
113, Brinson, 67801, 1135 Bowser Rd,1956-00-12 19:00:00, build@yahoo.com, Keith, Horne, 82308, 45854, Ms, 126992374, 1355193804,pique, 7, 4, 1, 3, 1, 1, 3, 6, 6, 3, 1
114, Coolidge, 84145, 1574 Middlefork Square,1963-00-17 19:00:00, throw@yahoo.com, Kristen, McLean, 34436, 19999, Ms, 403780153, 7873796773,moved, 1, 3, 1, 3, 1, 2, 5, 7, 3, 6, 1
115, Phillipsburg, 64601, 647 Spratt Avenue,1960-00-11 19:00:00, light@yahoo.com, Jay, Sargent, 15660, 11522, Ms, 487575794, 9864575236,light, 0, 1, 1, 9, 2, 2, 2, 4, 5, 6, 3
116, Villa Rica, 19031, 1365 Wisteria Rd,1982-00-03 19:00:00, world@yahoo.com, Ray, Henson, 44649, 80715, Ms, 063477452, 6125663888,badly, 0, 1, 1, 7, 2, 1, 3, 4, 2, 6, 1
117, Mount Vernon, 57912, 902 Cambridge Ridge,1974-00-07 19:00:00, pique@yahoo.com, Terry, Mejia, 30398, 65974, Ms, 496482095, 1946780328,found, 8, 2, 1, 9, 2, 2, 3, 8, 3, 1, 3
118, Waynesville, 85566, 676 Greenhouse Blvd,1978-00-10 19:00:00, about@yahoo.com, Curtis, Mays, 56357, 51009, Mr, 134326139, 9927288781,light, 9, 4, 1, 3, 1, 1, 1, 1, 2, 5, 1
119, Chamblee, 03356, 1677 Mohawk Trail,1962-00-17 19:00:00, badly@yahoo.com, Donnie, Weber, 37589, 91853, Ms, 866068927, 5368173046,speed, 3, 3, 1, 2, 1, 2, 3, 2, 3, 3, 1
120, Barney, 33530, 1326 Kinzel Heights,1973-00-31 19:00:00, enter@yahoo.com, Kenneth, Whitfield, 61509, 52865, Ms, 664321693, 6785722807,about, 7, 1, 1, 1, 1, 2, 4, 2, 5, 1, 1
121, Cordele, 57923, 711 Devlin Square,1964-00-25 19:00:00, until@yahoo.com, Sandy, Foreman, 72290, 02256, Mr, 421492747, 7891876761,pique, 0, 1, 1, 2, 2, 2, 3, 7, 4, 1, 2
122, Enigma, 95712, 1429 Graylock Trail,1984-00-08 19:00:00, badly@yahoo.com, Lacey, Burnett, 65762, 30102, Ms, 628690949, 0832032498,badly, 8, 2, 1, 4, 2, 1, 3, 5, 3, 3, 3
